Name,Interests,Cluster,Journey Frequency
Marcus Thiboutot,"movie,science,fashion,pets,adventure,food,politics",188,229
Michele Lyerly,"science,food,pets,fashion",575,440
Ester Wentz,"science,movie,politics",220,477
Michael Hopkins,"joke,sports,adventure,food",463,757
Leah Whelpley,"sports,politics,movie,joke,science",589,703
Rene Selover,"culture,science,politics,movie",238,379
Eugene Eisner,"food,joke,science",34,134
Michael Mink,"fashion,movie",77,595
Brandon Stefanski,"joke,food,science,politics",370,312
Matthew Witherspoon,"joke,fashion,pets",40,263
David Lucas,"pets,culture,science,food,joke,politics,adventure",441,414
Cora Berry,"sports,pets,movie,fashion,culture,joke",80,712
Tracy Brentley,science,35,517
Frank Briney,"culture,adventure,sports,food,politics,pets",394,477
Nicholas Palmour,"sports,politics,adventure,joke,culture,fashion",485,151
Mary Borrego,"movie,sports,culture,fashion,pets,politics,science",492,560
Elizabeth Sadowski,"pets,food,culture,sports,adventure",566,997
Milton Sasser,"pets,movie,sports,joke,adventure,science",181,801
Preston Lohman,"adventure,politics,joke,sports,fashion",114,759
Travis Bridges,fashion,9,171
Ralph Russell,"fashion,politics",127,992
Paul Carlton,"adventure,pets,food,culture,sports",566,652
Justin Byers,science,35,312
David Gavin,"joke,sports,politics,food,adventure,culture",390,331
Robin Lowry,"food,politics,sports,movie,fashion",55,752
Ronald Kyle,movie,11,401
Terrie Hambrick,"sports,culture",56,212
Sandra Chaney,"food,fashion",76,148
Kurt Rathje,"food,joke,sports",168,334
Margaret Tobar,joke,14,50
Margaret Adam,"culture,pets,movie,science,food,sports",70,219
Stephanie Harris,science,35,977
Eleanor Wise,culture,15,684
David Franke,adventure,26,904
Carolyn Taylor,"movie,science,politics,adventure,culture,joke,pets",395,543
Omar Sharp,"science,food,movie",420,685
Felix Newman,"joke,politics,food",219,542
Jeffery Ring,joke,14,52
Catherine Giordano,"politics,science,sports,fashion,culture,pets,adventure",363,307
Michael Shoemake,"fashion,pets,adventure",262,645
Malika Smith,"joke,culture,movie,politics",553,887
Gloria Morel,"pets,sports,fashion,adventure,joke,movie,culture",548,178
Lynn Nunn,"joke,politics,food,science,adventure,fashion,movie",278,263
Eleanor Snyder,"sports,culture,joke,fashion",459,265
Earl Stephens,"science,food,sports,politics,adventure,movie,fashion",412,696
Kimberly Hathcock,politics,20,330
Geraldine Roberge,"fashion,culture,pets,science,movie,sports,politics",492,89
Craig Brown,"joke,sports,adventure,fashion,science",1,465
Michael Douglass,science,35,297
Clyde Martinez,"movie,culture,pets,politics,adventure",521,358
Lawana Meadows,"culture,science",50,462
Tammy Hall,"pets,science,politics,fashion",440,654
Joan Blevins,"politics,movie,culture,joke,adventure",546,254
Lois Redenius,"pets,food,joke,adventure,science,sports",386,123
Linda Israel,"sports,science,pets",293,575
Miranda Welch,"joke,culture,movie,sports,food,adventure,politics",519,757
Queen Cruz,"fashion,culture,pets,movie,sports",393,125
Annette Cummins,"culture,adventure,pets,movie",388,770
Michelle Stam,"pets,food,fashion,adventure,sports,politics,movie",424,421
Pamela Bartell,"science,fashion,joke",296,939
Caroline Barnhart,"sports,adventure",123,698
Thomas Hockensmith,"politics,fashion,pets,culture",484,44
Christopher Sood,"pets,joke,science,sports,adventure",167,305
Jose Castellanos,"pets,politics,adventure,culture",183,187
Georgetta Allen,"culture,joke",45,66
Daniel Lynn,"movie,fashion,food",231,901
Matthew Talbert,science,35,520
Ralph Haaby,"food,sports,science",169,128
Elizabeth Junker,"culture,food,adventure,politics,sports,fashion,science",252,44
James Holland,movie,11,128
Michael Ortz,"food,movie,fashion,politics,pets",157,687
Lorraine Estabrook,"politics,sports,adventure,fashion,pets,science,movie",230,435
George Flanigan,"culture,adventure",133,837
Richard Darling,"movie,food",63,88
Mary Baldwin,"joke,science,politics,fashion,food,sports,adventure",28,507
Zulma Lazo,"adventure,culture,sports,food",426,913
Michael Johnson,"food,pets,science,movie,joke,culture,adventure",315,505
David Heywood,"culture,pets",86,126
Jennifer Harris,"pets,sports",49,66
Susan Storm,"adventure,politics,science,pets,movie,fashion",372,750
Raymond Georgi,"adventure,science",10,518
Deborah Smith,"science,culture",50,403
Michelle London,"sports,fashion,movie,culture,pets,adventure,science",416,602
Russell Duggan,"science,fashion,adventure,pets,movie,joke,culture",287,624
Josefina Priest,movie,11,267
Wm Morrison,"culture,fashion,science,pets,sports,adventure,food",22,305
Terry Burkett,"fashion,joke,politics,adventure,movie",114,664
Mary Curry,"sports,movie,culture,politics,joke,fashion",439,485
Mabel Roush,"movie,sports,fashion,pets,adventure",551,552
John Polaco,"sports,fashion,culture,movie,politics",496,815
Christine Reed,"science,pets,culture,joke,food,movie,adventure",315,612
Mercedes Figgs,"sports,politics,movie,joke,food,science",299,546
Amanda Gray,"adventure,food,pets,sports,science",342,442
Frances Jeffrey,culture,15,288
Luis Osborn,"adventure,movie,food,pets",523,202
Bill Simas,"science,culture,politics,sports,joke,adventure",221,259
Jeanne Hill,"fashion,sports,joke,pets,adventure,politics",158,713
Kay Martinez,"fashion,movie,science",301,841
Edward Thomason,"science,politics,adventure,food,pets,movie",534,73
Christine Brooker,"fashion,sports,politics,food,joke",335,251
Julie Hall,pets,18,979
Roy Price,"pets,movie,adventure,science,fashion,culture,joke",287,805
Eric Porter,adventure,26,92
Jonathan Romo,"movie,sports,food",204,570
Virginia Lemle,"science,food,culture,sports,adventure,fashion,pets",22,310
Gabrielle Woods,"pets,adventure,science,culture,sports,movie",416,497
Rose Aman,"joke,adventure,pets,movie,food",571,549
Elmer Calendine,"politics,fashion",127,236
Tara Mayberry,"fashion,movie,politics,joke,adventure",114,960
Ruben Richardson,"adventure,politics,pets,joke",480,244
Christian Durand,"politics,science,food,pets,adventure,fashion,culture",498,94
Ladonna Klein,"food,joke,adventure",247,708
Alfredo Zahar,"sports,politics,food,joke,fashion,adventure,pets",304,369
Donald Janas,"fashion,sports,food,politics",182,404
Carolyn Mercado,"fashion,culture,movie,food,science,sports,joke",340,862
Monica Winter,"food,movie",63,235
Terry Head,sports,8,825
Frank Christinsen,"culture,pets",86,937
Alicia Curtis,"fashion,adventure,sports,science,culture,joke",485,738
Shawn Bates,"adventure,culture,fashion,sports,pets,movie,science",416,314
Edward Leslie,"fashion,sports",48,159
Ramona Summers,"politics,pets,sports",92,652
Christian Jones,"movie,pets,science",349,445
Shannon Palmer,"adventure,fashion",119,997
Matthew Hernandez,"culture,politics,science",177,433
Timothy Williams,"culture,adventure,science,joke",598,25
Ida Anselm,"politics,adventure,joke",233,22
Carol Pagan,"culture,movie,fashion",369,817
Frank Morin,"joke,science,culture,politics,pets,food",442,519
Ronda Naegeli,"fashion,food,movie,culture,pets,politics",341,325
Monica Bell,"adventure,sports,politics,pets,joke,fashion,food",304,448
Jean Quarles,food,24,309
James Hartman,"politics,science,sports,food,adventure",497,55
Maria Jacobs,"pets,politics,sports,adventure,food,fashion,movie",424,879
Erich Nguyen,"science,adventure",10,13
Alberto Whittemore,"joke,pets,adventure,movie,politics,science,sports",423,71
Teresa Hill,"sports,adventure,food,fashion,culture,movie",162,469
James Croteau,"pets,joke,fashion,science,movie,food",154,333
Carol Armstrong,"movie,culture,science,politics,fashion",427,862
Virginia Silva,"politics,movie,fashion,joke,adventure,culture,science",320,9
Jennifer Krauss,"adventure,food,politics,pets,joke,sports,culture",227,535
Edward Stewart,"movie,sports,adventure",170,576
Donald Miller,"politics,culture",68,281
Mary Reinhart,"food,sports,culture,adventure",426,844
James Bridges,"culture,adventure",133,765
Leona Clark,"culture,pets,food,sports,movie,adventure",218,897
Rachel Cothran,"politics,movie",120,46
Albert Gramling,"pets,culture,movie,joke,politics,fashion",83,992
Nancy Niess,adventure,26,727
Roger Cruz,"culture,pets,food,fashion,science",33,950
Zachary Stapleton,"culture,fashion,sports,adventure,joke,science,pets",184,438
Sandra Goff,"politics,sports,science,food,adventure",497,49
Earnest Wojciak,"fashion,sports,food,joke,movie,politics",299,33
William Carpenter,"fashion,science,politics,movie,pets,food",577,174
Louis Chreene,"joke,sports,adventure",242,408
Rosalyn Grover,"pets,food,sports,science,culture,politics,joke",256,854
Amalia Rodrigues,"sports,politics,food,fashion,science",494,967
Kelvin Ramirez,"politics,movie,joke,fashion",362,386
Charity Holderby,"movie,fashion,food",231,616
Daniel Nordberg,"science,joke,movie",210,797
Eileen Dyer,"culture,pets,science,politics,sports,food",522,550
Nathan Moorman,"culture,joke",45,714
Asa Huang,"adventure,movie,food,sports,joke,science,fashion",434,379
Muriel Preslipsky,sports,8,9
Robert Demelis,"movie,pets",61,505
Bryan Lariviere,"culture,pets,politics,movie",521,551
Deborah Carter,"adventure,science,sports",206,899
Jewel Lopez,science,35,33
Thomas Knight,"fashion,movie,politics,adventure",456,436
Patricia Wagner,"science,joke,adventure,sports,politics,movie",591,939
Johnnie Leonhardt,"sports,pets,movie,adventure",587,239
Timothy Tatum,science,35,985
Beulah Hawthorne,"joke,food,movie,adventure,sports,pets,culture",364,111
Christian Desouza,"joke,politics,movie,culture,pets,fashion,food",421,729
Christopher Grimsley,"sports,joke,fashion",128,577
Wendy Tompkins,"sports,culture",56,525
Joann Campbell,"science,sports",60,518
Evangeline Dale,pets,18,61
Richard Larimore,"politics,sports,fashion,joke",561,80
Sandra Horton,"pets,adventure,movie,food",523,565
William Hickson,"pets,politics,sports,fashion,food,science,adventure",94,57
Robert Love,science,35,490
Christopher Jackson,"food,fashion,adventure",469,856
Debra Walther,"joke,fashion,adventure,sports",178,679
Sarah Potts,"politics,joke,science",325,922
Bruce Reese,"pets,fashion,politics,movie,science,sports",557,403
Luz Smith,"politics,science",51,459
Lucille Caruthers,"politics,food",43,543
Lisa Lambert,"sports,adventure,joke,culture,fashion",151,407
Mary Robertson,adventure,26,764
Margarita Gionest,sports,8,536
Joseph Irwin,"culture,adventure,sports",111,531
Carrie Suttles,"pets,fashion,science,movie",532,914
Claudia Landers,culture,15,840
Andrew Stump,"joke,science,adventure,fashion,movie",544,895
Mary Mcgee,"sports,movie,fashion,science",466,11
Harry Naef,"food,science,movie",420,340
Eric Lapierre,"fashion,food,pets,politics,adventure,movie",188,907
Ahmad Stallard,"culture,politics",68,456
Derek Ford,food,24,867
Jean Gould,"movie,politics,sports,food,pets,fashion",203,851
George Brown,"sports,culture,joke,science,pets,food",23,241
Heather Jackson,"science,sports,culture,politics",344,75
Casey Norman,"movie,pets",61,916
Steven Hurley,"joke,fashion,culture",200,759
Dylan Sanchez,"adventure,science,culture,sports,pets,food,politics",104,328
Opal Elliam,movie,11,919
Michael Munselle,"culture,pets,food,sports,science,politics",522,87
Edna Sprague,"culture,pets,movie,politics,joke,sports",282,929
Patricia Mcdonald,"sports,culture,joke,movie",74,109
Christine Lesky,sports,8,80
Bertha Gause,"politics,pets",53,413
Adam Telesco,"food,sports,politics,pets",599,805
Ruth Morgan,"pets,adventure,politics,food,movie,sports,joke",486,538
Sean Kelley,"science,movie,joke,pets,fashion,culture",287,224
Sandra Shanks,"science,politics,sports,adventure",515,848
John Perri,"joke,science,fashion,culture",176,837
Seth Shaw,"joke,science,pets",192,66
Helen Tyler,"joke,adventure,sports",242,127
Lonny Richardson,"sports,movie,fashion,adventure",547,142
Charlotte Wetmore,fashion,9,85
Pauline Rupe,"joke,politics,science,culture,adventure",327,717
Mathew Holbrook,"science,adventure,pets,food,culture",540,457
Leslie Grossman,"joke,politics,science,pets,culture,fashion",38,966
Stephanie Mack,"politics,culture,food,adventure,sports",146,196
Alberto Knopp,"science,sports,adventure,food,movie",481,228
Danielle Barone,"food,politics",43,743
Barbara Brown,"pets,science",87,294
Jennifer Morales,"science,pets,food",62,597
Nathan Covert,"politics,adventure,science,fashion",397,428
Frank Woody,"sports,food,politics",234,641
Carolyn Frederick,"science,fashion",52,576
Judith Allen,fashion,9,398
Michael Wilson,culture,15,837
Kenneth Smith,"adventure,movie,fashion,sports,science,politics",323,626
Inez Giraud,"politics,joke,movie,food,science,adventure",224,486
Mattie Beck,"movie,fashion,culture,adventure",330,210
Katherine Rich,"politics,joke",4,938
Deborah Christensen,food,24,698
Myra Schaefer,"science,adventure,joke,culture,fashion,politics",327,947
Gordon Guidry,"joke,fashion",112,644
Lester Evans,"culture,politics,fashion,sports,food,science,adventure",252,884
Ann Taylor,"pets,sports",49,805
Milo Aguillon,"politics,science,culture,pets,food",33,299
Hazel Honkanen,"adventure,politics,fashion,culture,sports",273,746
Terrence Taylor,"culture,science,sports,politics,movie,adventure",507,577
Florine Phipps,"politics,sports,science",316,155
Joan Knerr,"food,science,fashion,adventure,joke,movie",122,553
Richard Carson,science,35,356
Billie Myers,sports,8,743
Annie Andrews,"fashion,movie,food,politics,sports,adventure",55,356
John Thompson,"culture,sports,food,pets,science,movie",70,553
Kevin Zook,"movie,pets,politics,food,sports",203,262
Tonya Jones,"adventure,sports",123,777
Gerald Lackey,joke,14,611
Floyd Wall,science,35,460
Karen Dively,"sports,pets,movie,politics",531,989
Marilyn Hodge,"fashion,sports,science,food,culture,adventure",252,407
Holly Munoz,"culture,sports,fashion,science",418,363
Dayle Lehnen,"food,science,fashion,culture,sports,movie",387,355
William Kaeo,"movie,sports,science",289,227
Robert Day,"pets,sports,joke,fashion,science,food,adventure",386,817
Belinda Hunt,"science,pets,fashion,adventure",347,766
Dan Cascio,"politics,adventure,fashion,science,pets,food,joke",429,969
Patricia Austin,"movie,fashion,culture,science,adventure,pets,sports",416,488
Clara Marin,"joke,politics,adventure,fashion",194,833
John Radden,"food,pets",32,79
George Dodson,"science,politics",51,749
Debra Wood,politics,20,869
Saul Grochmal,"food,sports,fashion,adventure",594,891
William Hull,"fashion,culture,sports",98,362
Larry Jensen,"joke,politics",4,589
Lisa Trabert,"joke,pets,food,politics,adventure,fashion",429,622
Walter Renteria,adventure,26,536
Stephanie Jackson,"food,pets,politics,sports",599,681
Marcus Gregg,"pets,food,adventure,science,joke,fashion",429,945
Aimee Poe,"adventure,fashion,joke",144,169
Timothy Anguiano,"science,culture",50,913
Catherine Hadden,"fashion,adventure,movie,science,sports",323,219
Gregory Pasco,"food,joke,movie,pets",433,782
Jennifer Rock,"sports,food,science,joke,politics,pets",375,639
Myra Frederick,"joke,adventure,fashion,science,food,pets",429,211
Jason Potter,culture,15,460
David Sparaco,"politics,sports,science,fashion,pets,culture",363,74
Monica Bodnar,"sports,culture,politics,adventure,movie,science",507,143
John Eshelman,"politics,culture,joke,food",389,705
Garrett Smith,"politics,sports,adventure",17,61
Robert Bradshaw,"culture,science,adventure,sports,pets,food",22,150
Joshua Salimi,"joke,science,politics,sports,pets",567,438
Lesley Mcdaniel,"sports,joke",78,3
Dallas Johnson,"pets,science,food,adventure",596,919
Patricia Velasquez,adventure,26,637
Sarah Mcguiness,"pets,politics,food,adventure,science,movie,fashion",188,229
Alan Lynch,"food,science,sports,pets,adventure,movie",175,810
Grant Hickman,"adventure,pets,science,food,fashion,sports",342,657
Peter Adams,"pets,science,fashion",353,557
David Clark,"food,pets",32,422
Jay Hammen,"science,joke,sports,pets",435,621
Betty Bryant,"fashion,joke,politics,pets,science,sports",510,736
Brandi Ransome,"adventure,fashion,joke,pets,movie",212,633
Beth Souza,"sports,joke,movie,food",331,183
Karen Perez,"culture,joke,science,politics,food,adventure,movie",243,402
Samuel Garmon,"adventure,science,fashion,joke,pets",410,357
Jean Ragan,"fashion,sports",48,552
William Stanley,"politics,food",43,442
Paul Graves,"culture,politics,pets,food,science",33,461
Louise Grayson,"culture,politics",68,633
Alma Gray,"sports,fashion,culture,politics,joke",107,672
Loretta Stanley,"fashion,science,culture,food,pets,movie,joke",307,687
Isabel Guzman,"food,adventure,fashion",469,837
Margarito Reynoso,"science,movie,adventure,food,culture",582,111
Martin Hanson,"adventure,fashion,joke",144,645
